7/11/2017, • Software Engineer  , • Graduate , •  Course: Web Development Immersive , •  Campus: Austin ,Verified via LinkedIn,[object Object],[object Object],Background: Retail customer service and sales in the tech/electronic industry, no prior software experience. Some general education teaching experience. ,Now: Just hit 4 months in as a software engineer for a ed-tech company that services students around the world. , ,My review could just be those two lines up there and it would speak for itself but that would be an injustice to both Galvanize as a school and it's staff. From the admissions staff to the career services director, everyone there is working constantly to see you, the student, suceed. I went in interested in learning software development and hoping for a career change, I left with those hopes fulfilled and an insatiable drive in continuing my education as both an evolving engineer and a possible instructor in the future. ,Of course all of that is a side to the meat and potatoes of the main curriculum, so no review would be complete without mention of the instructors. I wish I could look you, the reader, in the eye as I say this; despite it's clichéd nature: I've never had a better teacher than I had while I attended the Austin Galvanize location. Zubair Desai is the instructor you should look for and the teacher I aspire to be. Having some teaching experience I know how difficult the concept and act of teaching.....anything really... to anyone is, it might honestly be the hardest damn thing to do. Bar none. Zubair handles it effortlessly. It's honestly almost wizardry at how much he knows but more than that, how much he can impart on another human being. ,He can take a classroom from nothing and turn them into accomplished software engineers. Period. Every single person in my cohort is working in the programming field as I write this, a literal 100% sucess rate for my class. It's insane. I hope that I can get this across in words as vehemently as I would if I were in front of you, he doesn't just teach you how to learn Javascript or Rails or Java or sorting algorithms or any of a million other things, (Spolier Alert: he does), he teaches you HOW to learn these things. If that doesn't make sense I implore you to enroll and see how you go from knowing nothing as an aspiring developer to being able to teach yourself an entirely unfamiliar language WHILE learning the languages and frameworks that make up the Galvanize curriculum. He's a credit not only to the tech community, in shaping the developers of tomorrow, but a credit to teaching as a profession. Learning from him is a means of unlocking your full potential as a software engineer and I honestly don't know to give higher praise than that. ,During my time there we had the pleasure and privlege of workng with a pair of assistant instructors as well, Oli and Louis; that brought invaluable skills, experience, and humor to the class. From learning the intricacies of Ruby on Rails with Oli to the finer workings of Swift with Louis, ALL of the instructors at Galvanize put the time and effort in making sure you succeed. If you have questions, they're there to make sure you have answers. ,Every moment of my time at Galvanize was spent learning something. It was frustrating at times and blissful the rest but every moment made me the developer I am today and I have this school to thank. For those on the fence, do it, you won't regret it. 
6/24/2017, • Graduate , •  Course: Data Science Immersive , •  Campus: Austin ,Verified via GitHub,[object Object],[object Object],Galvanize offers a complete overview of data science theory and application. The program is very intense but the instructors are amazing at breaking down core concepts into coding building blocks that explain fundamental mathematical underpinnings as well as how to implement in a range of examples. The acceptance rate is pretty low, because the application process is strict, but this maintains a high class standard and ensures quality students will help each other effectively. Career services are top notch and really help career transitions from other industries to effectively stand out. I thoroughly enjoyed my experience at Galvanize.  
6/23/2017, • Student , •  Course: Data Science Immersive , •  Campus: Austin ,Verified via LinkedIn,[object Object],[object Object],I attended the Galvanize Data Science Immersive in Austin, Texas. Unlike many of the other students, this was actually my second bootcamp, the first being Hack Reactor. ,If you are the type of person who loves learning and is interested in Machine Learning, Galvanize is by far the best place to learn it. The instructors are fantastic, and their curriculum is well structured. , 
3/23/2017, • n/a , • Student , •  Course: Web Development Immersive , •  Campus: San Francisco ,Verified via GitHub,[object Object],[object Object],First off, I'll start this review by telling you all that I didn't end up graduating from the SF Galvanize bootcamp (the only one out of 13. I'll also state that I graduated UCSC with honors, so it's not like I'm completely dumb). Despite my own personal situation (more on this later), I share many similar sentiments with the rest of the cohort about the school.,Secondly, I'm trying to leave a fair review despite not graduating; however, this review is subjective and, of course, is based off my personal experiences at Galvanize. ,A typical day unfolded like this:,9-10: warm-up algorithm,There are 4 quarters at G:,1) Front end (HTML/JS - lots of working with dom manipulation),Each quarter had its own project:,I guess I'll start with the pros of Galvanize:,1) Our personal cohort had an student:instructor ratio of about 13:3 (more on this later), which is a very good ratio as far as bootcamps go (from what I've heard).  Also, the instructors stayed from about 9-6, so we had them for almost a full 8 hours. ,Ok, a lot of good stuff, but there was definitely a lot that could be improved upon (the bad):,1) Of the three instructors, one was really not fit to be an instructor at all. His lecturing skills were bad, and we're all convinced he actually didn't know anything he was talking about. However, it sounds like he's changed his ways since we left, as we did quite a bit of complaining about it.,Not sure if this is relevant or not, but I'll list it anyways as just something to ponder. The prices people paid to get in were kinda all over the place. Like I said, a few of us got 2-4k off, one person got their entire tuition paid for (I think by some foundation, so that may be irrelevant), and one student got half the tuition off upon threatening to go to another bootcamp. Now, from what I understand, there were no scholarships given for the current cohort. ,My personal conclusion:,Galvanize wasn't worth it. Or any other bootcamp for that matter - unless you already have a previous related background and you know your brain is trained to think like a programmer. The market (at least in Silicon Valley) does not want entry level programmers. The risk of not getting a job is too great (unless you plan on moving out of state), especially if you're planning to take out a loan, like I did (and now feel pretty screwed in my situation). ,My personal recommendations:,Do your research. I thought I did enough, but now I don't feel as though I did. I'm not talking about research on just bootcamps, but research on the market, what stacks are most wanted, what camps teach these stacks, and which camps will give you the most support. Research tuition prices, potential scholarships and deals, connections the school might have in terms of job placement, etc. Possibly most importantly, talk to previous grads to get their experiences. Was it worth it for them? Pros? Cons?,Finally, do plenty of soul searching before you fork over thousands of dollars. Do you even want to be a programmer, or are you in it for the money? If you're in it for the money, you might not survive. I personally was in it half way for this reason. Yes, I wanted better pay (how else can one afford a living in Ca? If you can't beat 'em, join 'em. Also I had back surgery, so I lost half my job opportunities right there). However, I also knew that I liked solving problems and making things work (better). I also wanted to upgrade my resume. In this sense, it's possible I might not even end up as a developer, but I may end up utilizing my full stack skills in some other way. Combining them with previous work experience? Possible. ,If you don't know if you want to program - take online courses first. Make sure you do enough - not just a few free ones off CodeAcademy. Take full stack courses off Udemy or Udacity, places like that. Even if you spend a couple hundred bucks on online classes, this move can potentially save you thousands of dollars if it turns out you don't wanna program. It's even possible you'll get a job with just online courses if you're that adept. ,Finally, trust your gut. I was very hesitant to fork over the 2,000 tuition fee; I should have taken this as a sign. Throught the first quarter, there were many times when my gut was telling me to drop out. I should have trusted my gut again, yet I listened to instructors that told me I should stick with it.,Remember, my experience at G was subjective (as everyone else's). Read more than just my review. Do your research and soul search!,Good luck in your bootcamp prospects!
3/10/2017, • Cognitive Apps Engineer , • Graduate , •  Course: Data Science Immersive , •  Campus: San Francisco ,Verified via LinkedIn,[object Object],[object Object],Hi Everyone, ,Greetings!,The perspective I am sharing is that of an individual who moved to SF just to join the program, from another country.,I moved here from the Philippines in September, three days before the start of Week 0, the "intro" to the "intro to Python" (I highly recommend it). I chose Galvanize because as early as 2013, I was already aware of Data Science and Zipfian, and read so many good things about the program. Because of life circumstances, I could only join after June 2016. This April 2017, I am just about to start my career in Tech at IBM - working on Data Science and Artificial Intelligence projects. I can honestly say that none of this would be possible if not for my experience at Galvanize.,I have two main points for this review that I am writing:,1. The Galvanize Data Science Immersive Program is transformative - there are so many things today that I could not have done in Sep 2016, and I largely attribute these to my phenomenal growth rate as a result of the instructors and curriculum,Point 1: The Galvanize Experience,Point 2: What You Get Depends On You,My Galvanize experience was great. Partly because of Galvanize, and partly because I made the most out of it. I highly recommend this program to anyone - but just make to understand that it is not going to be a walk in the park. To get the most out of it, you have to work very hard.,Cheers, ,Brian
3/1/2017, • Graduate , •  Course: Web Development Immersive , •  Campus: San Francisco ,Verified via GitHub,[object Object],[object Object],Galvanize is a great community to be a part of. I took the 8wk night class on Javascript first and it really helped me prepare for the bootcamp, I highly recommend it, especially since they reimburse you for it if you end up taking the 6 month program. I learned more than I knew was possible in 6 months there. There is so much support, instruction, exercises. There are also a lot of events at galvanize so you can network and get some food when you need a break from studying. They have career services to help you on the job search. One thing I really enjoyed here was the third quarter on data structures and algorithms, it was interesting and useful!
7/22/2017, • Student , •  Course: Web Development Immersive , •  Campus: Phoenix ,[object Object],[object Object],This review is from my perspective of having just completed just the first quarter of this 6 month course, but I wanted to put this review out immediately because just a few weeks ago there were no firsthand accounts of the brand new phoenix branch. I will update/alter this review as the course progresses at least one more time. I came into the course knowing no one, with a fair bit of skepticism, but being highly optimistic about making a lot of progress in little time. After 6 weeks I have found that whatever doubts I had before starting to be unfounded. The group of instructors, faculty, admin, and other students that currently exist is phenomenal - the curriculum seems to be the right balance of being well-structured and flexible to capitalize on trends and opportunities. It also balances breadth with depth. Fundemental/current technologies with the new and shiny ones. Galvanize consistently holds events that are great for networking (and with awesome catering/beverages ;) and are a lot of fun. The first cohort of students from this program is now graduating and seem to be in a good position to find a job if they don't have one already. There's lots of training and coaching for the job search that graduates will face. I've been amazed at how quickly I have evolved from being stuck in console.log land while slogging through basic JavaScript by myself to having a level of skill designing web apps that let me express my ideas and design logic/functionality in a way that seemed completely inaccessible just 6 weeks ago. If youre on the fence, do yourself a favor and chat with the good people here about how you might fit in. It's definitely not for everyone, but if you're willing and able to commit to following this path, Galvanize provides a direct route to get you where you want to go.
7/16/2017, • SoftwareEngineer , • Graduate , •  Course: Web Development Immersive , •  Campus: Seattle ,[object Object],[object Object],Let me start by saying that I've heard similar reviews to this by people from all bootcamps (I spent a month in an internship with ~30 people who came from bootcamps and we swapped stories). Also, I came into the program from a graduate program in STEM and got an internship quickly after - overwhelmingly because of the MS in a STEM field - so these things influence my views.,The top five problems that I found (I am sure I am missing some):,1. Calling it a "bootcamp". Bootcamp implies speed and rigor. This program was easier than a lot of the *single* classes I took in undergrad, not all of the classes I took in a semester, a singular class.,The fourth quarter had that "summer's coming let's chill out vibe" a lot of the time. Frankly I think there was a lot of people giving up on their expectations of a bootcamp by this point. A lot of resignation to the fact that you put a ton of money into something that just didn't deliver a quality education.,Also, Fridays were mostly a waste. There were no lectures on Friday, only a review and "lightening talks". This review consisted of going through the bullet points written into the lectures and writing them on the board while a few sentences were said about that bullet. The lightening talks were supposed to be five minute (always much longer) talks about a tech topic so that people could get used to talking about tech topics in front of a group. Less than a quarter of the lightening talks met those qualifications. The lightening talks were primarily people talking at length about things they were interested in kind of like show and tell, but you're paying $4.2K for it ($21K / 5 days). Almost everyone goofed off after lightening talks ended at three making it hard to accomplish much of anything on that day. Seriously, that means $4.2K wasted to one-line reviews and people gushing about something completely off-topic.,2. The instructor situation was chaotic.,There were four instructors. One was supposed to have been in the field for a long time (the primary instructor). Two were supposed to have been in the field at any point ever (including small contract projects). One was a student from the cohort before.,The first primary instructor we had really didn't know a) how to instruct and b) javascript in a meaningful way. There were warnings from the students in the cohort before ours (who he did a practice lecture with) and from the instructor himself *not to hire this guy*, but they did anyway. It went so badly that they fired him before the first quarter was over.,THEN they took one of the few instructors from the other cohort and made him into our cohort's primary instructor, leaving the other cohort with only one instructor (the other two instructors having gotten jobs/left). The instructor that came to us had just started an MS program, so he was really busy already. The one instructor for the other cohort had a serious family emergency soon after the fiasco with us losing our instructor and we had one instructor left between the two cohorts. The really good instructor had to be shared between the two classes leaving him exhausted and us worried about asking too much of him.,Near the end of our cohort the instructor who had the family emergency before left. I don't know the details, but there's definitely a fight between corporate, who seem to be concerned primarily with money, and the instructors, who seem primarily concerned with education. There were mumblings in the hallways were of this clash pretty regularly. At the end of our cohort, our primary instructor left, likely because of the same concerns. This was the last of the really quality instructors I had known at Galvanize.,3. The pedagogy reflected a complete lack of understanding of teaching/learning. I had been in some sort of teaching/TA/tutoring role for the previous eight years. There's a huge difference between instructors that try to improve by studying educational reasearch and those who do it just through experience or through books the latest fad book with zero citations. Galvanize chose to do the later.,They were dogmatic in their use of "Teach Like a Champion" which included such gems as having the students read outloud the lectures to the class. These lectures (which were actually, more often than not, well put together) were written by someone in corporate, occasionally edited by the instructional staff. This often meant that the instructors themselves didn't really see it as important to read through the lectures ahead of time and anticipate what questions might be asked (like any good instructor knows to do). There were a shocking number of times that the instructors (one in particular) didn't know something was in the lecture they were supposed to be teaching or, even worse, would start to give a half-baked-in-the-moment example of what the material meant only to make the situation FAR worse. These were rookie mistakes that every instructor should make once (I definitely did) and then they should be guided to see that they have to plan ahead. That didn't happen here. Up to the last day, there were painful lectures where there was clearly no planning in advance.,(To be fair, there shouldn't have been behavioral problems in a classroom setting of 16 adults.),One student was verbally abusive to the instructors and, occasionally, other students as well as being loud and disruptive during lectures. Rather than dealing with this right away, we went through the first quarter and a half with the instructors walking on eggshells around and giving special attention to this one student, greatly decreasing any question or lecture time for the rest of us. It took most of the student body having to set up a meeting with the main instructor (who was beat for the reasons listed above) for anything to change. To his credit, after that the situation in the classroom became more reasonable. He has amazing interpersonal skills and solved the problem, but he's not around anymore, so don't expect someone to know how to handle a similar situation (not that there should even be this situation in an adult classroom).,5. The numbers aren't trustworthy.,Early on in every bootcamp more people were getting hired because the marketplace wasn't saturated with bootcamp grads like it is becoming more and more every day. The hiring rates are inflated from the first group. In our cohort, we definitely haven't hit the "91%" hiring rate the website is currently claiming, despite having been out for six months. And among those who get hired the majority are hired on short contracts which, despite offering little by way of stability, Galvanize doesn't distinguish from more stable sitatuions (which most people are looking for).,Take note of this line on their website: , ,To be fair, here's a list of the five positives I can think of (once again, I am likely missing some):,2. Galvanize being a longer bootcamp means that you get to go to a lot more networking events during the program. I went to about three a week, on average. The program being six months rather than 14 weeks meant I went to ~70 events rather than ~40, which helped.,3. The career services person pushed me to put what I really wanted to do (work with data) on my resume even though I was nervous I wasn't prepared. Now I have an amazing position doing exactly what I want. (Go Gina!),5. There are a lot of snacks. I gained about ten pounds because I love snacks. ;), ,I can't speak to the experience of job hunting because I was lucky enough to get an internship directly after the program, but I can say that the feedback on why I got that internship points to the idea that the bootcamp was not even a factor in getting it. The impression I get is that I got an opportunity to interview largely because of my MS in a STEM field and that I got the internship because of a combination of having spent the last seven years working through math/science problems generally and having spent the summer before starting Galvanize working through Cracking the Coding Interview specifically (aka - I did well on whiteboarding).
7/11/2017, • Student , •  Course: Data Science Immersive , •  Campus: Austin ,[object Object],[object Object],The three month Data Science Immersion course was a great experience.  While being very demanding I do not think I could have learned more in such a short time.  The instructors where good and really know what they are doing making difficult concepts understandable. Take the interviews seriously and make sure you understand and as much of the pre-course material as possible.  The more comfortable you are starting the easer the work will be and the more you will learn. 
6/25/2017, • Graduate , •  Course: Data Science Immersive , •  Campus: Austin ,[object Object],[object Object],I attended the data science immersive program for three months in 2017. Galvanize has an amazing community feel, and the instructors are great at explaining concepts to 'naive' students. Through the program, students collaborate with one another which really reinforces concepts taught through lectures. Python and statistics are a must for this program, which is why Galvanize puts students through a screening/interview process. I would recommend this program to anyone who has a high desire to learn and transition into an exciting industry. Galvanize has changed my life through a well thought out course.
6/24/2017, • Student , •  Course: Data Science Immersive , •  Campus: Austin ,[object Object],[object Object],After 3 rounds of interview including Python, SQL, Statistics and Machine Learning, I was admitted to the Data Science program in Austin. The syllabus covers a extremely broad topics, not only coding, machine learning algorithm, big-data tools, but also business insight, which was practiced during 4 case studies. I finished 5 online courses related to machine learning, and 3 online courses related to coding before I attended the program. During the program, 30% content are what I already knew, 30% content are familiar to me but I cannot explain the details, and the leftover 40% are what I haven't heard about. The morning and afternoon assignments everyday help students practice the algorithm just learnt, which can enhance the understanding of the algorithm. Btw, the afternnon assignment is finished by a pair of students, providing the chance to practice communication, which is a very important capability a data scientist needs. One of my favorate parts is the review section after all class were finished. Every pair of students were assigned a topic and gave a presentation about 5-10 minutes. Other studens can ask questions, and instructors will help answer questions if needed. It is a very good practice. 
